nuc,name,category_name,category_code,total
QHILL,Hillbrook Anglican School.,"Diaries, Letters & Archives",diary,0
QHILL,Hillbrook Anglican School.,"Images, Maps & Artefacts",image,0
QHILL,Hillbrook Anglican School.,Magazines & Newsletters,magazine,0
QHILL,Hillbrook Anglican School.,"Music, Audio & Video",music,0
QHILL,Hillbrook Anglican School.,Research & Reports,research,0
VHIND,Hindmarsh Shire Libraries.,Books & Libraries,book,11647
VHIND,Hindmarsh Shire Libraries.,"Diaries, Letters & Archives",diary,53
VHIND,Hindmarsh Shire Libraries.,"Images, Maps & Artefacts",image,57
VHIND,Hindmarsh Shire Libraries.,Magazines & Newsletters,magazine,0
VHIND,Hindmarsh Shire Libraries.,"Music, Audio & Video",music,5557
VHIND,Hindmarsh Shire Libraries.,Research & Reports,research,158
VHOB:CC,Hobsons Bay City Council.,Books & Libraries,book,0
VHOB:CC,Hobsons Bay City Council.,"Diaries, Letters & Archives",diary,0
VHOB:CC,Hobsons Bay City Council.,"Images, Maps & Artefacts",image,3
VHOB:CC,Hobsons Bay City Council.,Magazines & Newsletters,magazine,0
VHOB:CC,Hobsons Bay City Council.,"Music, Audio & Video",music,0
VHOB:CC,Hobsons Bay City Council.,Research & Reports,research,0
VWBG,Hobsons Bay City Council. Williamstown Botanic Gardens.,Books & Libraries,book,0
VWBG,Hobsons Bay City Council. Williamstown Botanic Gardens.,"Diaries, Letters & Archives",diary,0
VWBG,Hobsons Bay City Council. Williamstown Botanic Gardens.,"Images, Maps & Artefacts",image,0
VWBG,Hobsons Bay City Council. Williamstown Botanic Gardens.,Magazines & Newsletters,magazine,0
VWBG,Hobsons Bay City Council. Williamstown Botanic Gardens.,"Music, Audio & Video",music,0
VWBG,Hobsons Bay City Council. Williamstown Botanic Gardens.,Research & Reports,research,0
VHOB,Hobsons Bay Libraries.,Books & Libraries,book,66943
VHOB,Hobsons Bay Libraries.,"Diaries, Letters & Archives",diary,356
VHOB,Hobsons Bay Libraries.,"Images, Maps & Artefacts",image,301
VHOB,Hobsons Bay Libraries.,Magazines & Newsletters,magazine,0
VHOB,Hobsons Bay Libraries.,"Music, Audio & Video",music,28625
VHOB,Hobsons Bay Libraries.,Research & Reports,research,947
,Hobsons Bay Libraries. Altona Library.,Books & Libraries,book,0
,Hobsons Bay Libraries. Altona Library.,"Diaries, Letters & Archives",diary,0
,Hobsons Bay Libraries. Altona Library.,"Images, Maps & Artefacts",image,0
,Hobsons Bay Libraries. Altona Library.,Magazines & Newsletters,magazine,0
,Hobsons Bay Libraries. Altona Library.,"Music, Audio & Video",music,0
,Hobsons Bay Libraries. Altona Library.,Research & Reports,research,0
,Hobsons Bay Libraries. Altona Meadows Library and Learning Centre.,Books & Libraries,book,0
,Hobsons Bay Libraries. Altona Meadows Library and Learning Centre.,"Diaries, Letters & Archives",diary,0
,Hobsons Bay Libraries. Altona Meadows Library and Learning Centre.,"Images, Maps & Artefacts",image,0
,Hobsons Bay Libraries. Altona Meadows Library and Learning Centre.,Magazines & Newsletters,magazine,0
,Hobsons Bay Libraries. Altona Meadows Library and Learning Centre.,"Music, Audio & Video",music,0
,Hobsons Bay Libraries. Altona Meadows Library and Learning Centre.,Research & Reports,research,0
,Hobsons Bay Libraries. Newport Library.,Books & Libraries,book,0
,Hobsons Bay Libraries. Newport Library.,"Diaries, Letters & Archives",diary,0
,Hobsons Bay Libraries. Newport Library.,"Images, Maps & Artefacts",image,0
,Hobsons Bay Libraries. Newport Library.,Magazines & Newsletters,magazine,0
,Hobsons Bay Libraries. Newport Library.,"Music, Audio & Video",music,0
,Hobsons Bay Libraries. Newport Library.,Research & Reports,research,0
,Hobsons Bay Libraries. Williamstown Library.,Books & Libraries,book,0
,Hobsons Bay Libraries. Williamstown Library.,"Diaries, Letters & Archives",diary,0
,Hobsons Bay Libraries. Williamstown Library.,"Images, Maps & Artefacts",image,0
,Hobsons Bay Libraries. Williamstown Library.,Magazines & Newsletters,magazine,0
,Hobsons Bay Libraries. Williamstown Library.,"Music, Audio & Video",music,0
,Hobsons Bay Libraries. Williamstown Library.,Research & Reports,research,0
,Holmesglen Institute of TAFE.,Books & Libraries,book,0
,Holmesglen Institute of TAFE.,"Diaries, Letters & Archives",diary,0
,Holmesglen Institute of TAFE.,"Images, Maps & Artefacts",image,0
,Holmesglen Institute of TAFE.,Magazines & Newsletters,magazine,0
,Holmesglen Institute of TAFE.,"Music, Audio & Video",music,0
,Holmesglen Institute of TAFE.,Research & Reports,research,0
VHOM:AR,Holmesglen Institute of TAFE. Holmesglen Institutional Repository.,Books & Libraries,book,142
VHOM:AR,Holmesglen Institute of TAFE. Holmesglen Institutional Repository.,"Diaries, Letters & Archives",diary,0
VHOM:AR,Holmesglen Institute of TAFE. Holmesglen Institutional Repository.,"Images, Maps & Artefacts",image,0
VHOM:AR,Holmesglen Institute of TAFE. Holmesglen Institutional Repository.,Magazines & Newsletters,magazine,0
VHOM:AR,Holmesglen Institute of TAFE. Holmesglen Institutional Repository.,"Music, Audio & Video",music,3
VHOM:AR,Holmesglen Institute of TAFE. Holmesglen Institutional Repository.,Research & Reports,research,21
VHOM,Holmesglen Institute of TAFE. Holmesglen Library.,Books & Libraries,book,27440
VHOM,Holmesglen Institute of TAFE. Holmesglen Library.,"Diaries, Letters & Archives",diary,148
VHOM,Holmesglen Institute of TAFE. Holmesglen Library.,"Images, Maps & Artefacts",image,124
VHOM,Holmesglen Institute of TAFE. Holmesglen Library.,Magazines & Newsletters,magazine,0
VHOM,Holmesglen Institute of TAFE. Holmesglen Library.,"Music, Audio & Video",music,2103
VHOM,Holmesglen Institute of TAFE. Holmesglen Library.,Research & Reports,research,1715
QHSCM,Holy Spirit College Mackay.,Books & Libraries,book,0
QHSCM,Holy Spirit College Mackay.,"Diaries, Letters & Archives",diary,0
QHSCM,Holy Spirit College Mackay.,"Images, Maps & Artefacts",image,0
QHSCM,Holy Spirit College Mackay.,Magazines & Newsletters,magazine,0
QHSCM,Holy Spirit College Mackay.,"Music, Audio & Video",music,0
QHSCM,Holy Spirit College Mackay.,Research & Reports,research,0
NHOM,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service.,Books & Libraries,book,93429
NHOM,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service.,"Diaries, Letters & Archives",diary,189
NHOM,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service.,"Images, Maps & Artefacts",image,410
NHOM,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service.,Magazines & Newsletters,magazine,0
NHOM,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service.,"Music, Audio & Video",music,37878
NHOM,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service.,Research & Reports,research,1306
NHOM:DC,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service Digital Collections.,Books & Libraries,book,1447
NHOM:DC,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service Digital Collections.,"Diaries, Letters & Archives",diary,0
NHOM:DC,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service Digital Collections.,"Images, Maps & Artefacts",image,4664
NHOM:DC,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service Digital Collections.,Magazines & Newsletters,magazine,0
NHOM:DC,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service Digital Collections.,"Music, Audio & Video",music,13
NHOM:DC,Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service. Hornsby Shire Library & Information Service Digital Collections.,Research & Reports,research,0
VHUM,Hume Libraries.,Books & Libraries,book,70438
VHUM,Hume Libraries.,"Diaries, Letters & Archives",diary,165
VHUM,Hume Libraries.,"Images, Maps & Artefacts",image,255
VHUM,Hume Libraries.,Magazines & Newsletters,magazine,0
VHUM,Hume Libraries.,"Music, Audio & Video",music,29131
VHUM,Hume Libraries.,Research & Reports,research,671
,Hume Libraries. Craigieburn Library.,Books & Libraries,book,0
,Hume Libraries. Craigieburn Library.,"Diaries, Letters & Archives",diary,0
,Hume Libraries. Craigieburn Library.,"Images, Maps & Artefacts",image,0
,Hume Libraries. Craigieburn Library.,Magazines & Newsletters,magazine,0
,Hume Libraries. Craigieburn Library.,"Music, Audio & Video",music,0
,Hume Libraries. Craigieburn Library.,Research & Reports,research,0
,Hume Libraries. Gladstone Park Community Library.,Books & Libraries,book,0
,Hume Libraries. Gladstone Park Community Library.,"Diaries, Letters & Archives",diary,0
,Hume Libraries. Gladstone Park Community Library.,"Images, Maps & Artefacts",image,0
,Hume Libraries. Gladstone Park Community Library.,Magazines & Newsletters,magazine,0
,Hume Libraries. Gladstone Park Community Library.,"Music, Audio & Video",music,0
,Hume Libraries. Gladstone Park Community Library.,Research & Reports,research,0
,Hume Libraries. Hume Mobile Library.,Books & Libraries,book,0
,Hume Libraries. Hume Mobile Library.,"Diaries, Letters & Archives",diary,0
,Hume Libraries. Hume Mobile Library.,"Images, Maps & Artefacts",image,0
,Hume Libraries. Hume Mobile Library.,Magazines & Newsletters,magazine,0
,Hume Libraries. Hume Mobile Library.,"Music, Audio & Video",music,0
,Hume Libraries. Hume Mobile Library.,Research & Reports,research,0
,Hume Libraries. Sunbury Library.,Books & Libraries,book,0
,Hume Libraries. Sunbury Library.,"Diaries, Letters & Archives",diary,0
,Hume Libraries. Sunbury Library.,"Images, Maps & Artefacts",image,0
,Hume Libraries. Sunbury Library.,Magazines & Newsletters,magazine,0
,Hume Libraries. Sunbury Library.,"Music, Audio & Video",music,0
,Hume Libraries. Sunbury Library.,Research & Reports,research,0
,Hume Libraries. Tullamarine Library.,Books & Libraries,book,0
,Hume Libraries. Tullamarine Library.,"Diaries, Letters & Archives",diary,0
,Hume Libraries. Tullamarine Library.,"Images, Maps & Artefacts",image,0
,Hume Libraries. Tullamarine Library.,Magazines & Newsletters,magazine,0
,Hume Libraries. Tullamarine Library.,"Music, Audio & Video",music,0
,Hume Libraries. Tullamarine Library.,Research & Reports,research,0
VHNHA,HumeNET Health Alliance.,Books & Libraries,book,0
VHNHA,HumeNET Health Alliance.,"Diaries, Letters & Archives",diary,0
VHNHA,HumeNET Health Alliance.,"Images, Maps & Artefacts",image,0
VHNHA,HumeNET Health Alliance.,Magazines & Newsletters,magazine,0
VHNHA,HumeNET Health Alliance.,"Music, Audio & Video",music,0
VHNHA,HumeNET Health Alliance.,Research & Reports,research,0
,Hunter New England Local Health District.,Books & Libraries,book,0
,Hunter New England Local Health District.,"Diaries, Letters & Archives",diary,0
,Hunter New England Local Health District.,"Images, Maps & Artefacts",image,0
,Hunter New England Local Health District.,Magazines & Newsletters,magazine,0
,Hunter New England Local Health District.,"Music, Audio & Video",music,0
,Hunter New England Local Health District.,Research & Reports,research,0
NHNEH:MATER,Hunter New England Local Health District. HNE Health Libraries The Mater Hospital.,Books & Libraries,book,12790
NHNEH:MATER,Hunter New England Local Health District. HNE Health Libraries The Mater Hospital.,"Diaries, Letters & Archives",diary,23
NHNEH:MATER,Hunter New England Local Health District. HNE Health Libraries The Mater Hospital.,"Images, Maps & Artefacts",image,25
NHNEH:MATER,Hunter New England Local Health District. HNE Health Libraries The Mater Hospital.,Magazines & Newsletters,magazine,1
NHNEH:MATER,Hunter New England Local Health District. HNE Health Libraries The Mater Hospital.,"Music, Audio & Video",music,821
NHNEH:MATER,Hunter New England Local Health District. HNE Health Libraries The Mater Hospital.,Research & Reports,research,851
NHNEH:TAM,"Hunter New England Local Health District. HNE Health Library, Tamworth.",Books & Libraries,book,0
NHNEH:TAM,"Hunter New England Local Health District. HNE Health Library, Tamworth.","Diaries, Letters & Archives",diary,0
NHNEH:TAM,"Hunter New England Local Health District. HNE Health Library, Tamworth.","Images, Maps & Artefacts",image,0
NHNEH:TAM,"Hunter New England Local Health District. HNE Health Library, Tamworth.",Magazines & Newsletters,magazine,0
NHNEH:TAM,"Hunter New England Local Health District. HNE Health Library, Tamworth.","Music, Audio & Video",music,0
NHNEH:TAM,"Hunter New England Local Health District. HNE Health Library, Tamworth.",Research & Reports,research,0
NHNEH:JH,Hunter New England Local Health District. John Hunter Hospital Library.,Books & Libraries,book,0
NHNEH:JH,Hunter New England Local Health District. John Hunter Hospital Library.,"Diaries, Letters & Archives",diary,0
NHNEH:JH,Hunter New England Local Health District. John Hunter Hospital Library.,"Images, Maps & Artefacts",image,0
NHNEH:JH,Hunter New England Local Health District. John Hunter Hospital Library.,Magazines & Newsletters,magazine,0
NHNEH:JH,Hunter New England Local Health District. John Hunter Hospital Library.,"Music, Audio & Video",music,0
NHNEH:JH,Hunter New England Local Health District. John Hunter Hospital Library.,Research & Reports,research,0
NHWL,Hunter Workers Library.,Books & Libraries,book,1014
NHWL,Hunter Workers Library.,"Diaries, Letters & Archives",diary,17
NHWL,Hunter Workers Library.,"Images, Maps & Artefacts",image,15
NHWL,Hunter Workers Library.,Magazines & Newsletters,magazine,0
NHWL,Hunter Workers Library.,"Music, Audio & Video",music,104
NHWL,Hunter Workers Library.,Research & Reports,research,78
THSL,Hutchins School. Nettlefold Library.,Books & Libraries,book,11
THSL,Hutchins School. Nettlefold Library.,"Diaries, Letters & Archives",diary,0
THSL,Hutchins School. Nettlefold Library.,"Images, Maps & Artefacts",image,13
THSL,Hutchins School. Nettlefold Library.,Magazines & Newsletters,magazine,0
THSL,Hutchins School. Nettlefold Library.,"Music, Audio & Video",music,25
THSL,Hutchins School. Nettlefold Library.,Research & Reports,research,0
VWODG,Hyphen Wodonga Library Gallery.,Books & Libraries,book,23732
VWODG,Hyphen Wodonga Library Gallery.,"Diaries, Letters & Archives",diary,143
VWODG,Hyphen Wodonga Library Gallery.,"Images, Maps & Artefacts",image,167
VWODG,Hyphen Wodonga Library Gallery.,Magazines & Newsletters,magazine,0
VWODG,Hyphen Wodonga Library Gallery.,"Music, Audio & Video",music,10892
VWODG,Hyphen Wodonga Library Gallery.,Research & Reports,research,390
,Illawarra Shoalhaven Local Health District.,Books & Libraries,book,0
,Illawarra Shoalhaven Local Health District.,"Diaries, Letters & Archives",diary,0
,Illawarra Shoalhaven Local Health District.,"Images, Maps & Artefacts",image,0
,Illawarra Shoalhaven Local Health District.,Magazines & Newsletters,magazine,0
,Illawarra Shoalhaven Local Health District.,"Music, Audio & Video",music,0
,Illawarra Shoalhaven Local Health District.,Research & Reports,research,0
NPKH,Illawarra Shoalhaven Local Health District. Port Kembla Hospital Library.,Books & Libraries,book,0
NPKH,Illawarra Shoalhaven Local Health District. Port Kembla Hospital Library.,"Diaries, Letters & Archives",diary,0
NPKH,Illawarra Shoalhaven Local Health District. Port Kembla Hospital Library.,"Images, Maps & Artefacts",image,0
NPKH,Illawarra Shoalhaven Local Health District. Port Kembla Hospital Library.,Magazines & Newsletters,magazine,0
NPKH,Illawarra Shoalhaven Local Health District. Port Kembla Hospital Library.,"Music, Audio & Video",music,0
NPKH,Illawarra Shoalhaven Local Health District. Port Kembla Hospital Library.,Research & Reports,research,0
NIAH,Illawarra Shoalhaven Local Health District. Shellharbour Hospital Library.,Books & Libraries,book,0
NIAH,Illawarra Shoalhaven Local Health District. Shellharbour Hospital Library.,"Diaries, Letters & Archives",diary,0
NIAH,Illawarra Shoalhaven Local Health District. Shellharbour Hospital Library.,"Images, Maps & Artefacts",image,0
NIAH,Illawarra Shoalhaven Local Health District. Shellharbour Hospital Library.,Magazines & Newsletters,magazine,0
NIAH,Illawarra Shoalhaven Local Health District. Shellharbour Hospital Library.,"Music, Audio & Video",music,0
NIAH,Illawarra Shoalhaven Local Health District. Shellharbour Hospital Library.,Research & Reports,research,0
NSHOAL,Illawarra Shoalhaven Local Health District. Shoalhaven Hospital Library.,Books & Libraries,book,0
NSHOAL,Illawarra Shoalhaven Local Health District. Shoalhaven Hospital Library.,"Diaries, Letters & Archives",diary,0
NSHOAL,Illawarra Shoalhaven Local Health District. Shoalhaven Hospital Library.,"Images, Maps & Artefacts",image,0
NSHOAL,Illawarra Shoalhaven Local Health District. Shoalhaven Hospital Library.,Magazines & Newsletters,magazine,0
NSHOAL,Illawarra Shoalhaven Local Health District. Shoalhaven Hospital Library.,"Music, Audio & Video",music,0
NSHOAL,Illawarra Shoalhaven Local Health District. Shoalhaven Hospital Library.,Research & Reports,research,0
NWH,Illawarra Shoalhaven Local Health District. Wollongong Hospital Medical/Health Sciences Library.,Books & Libraries,book,4199
NWH,Illawarra Shoalhaven Local Health District. Wollongong Hospital Medical/Health Sciences Library.,"Diaries, Letters & Archives",diary,2
NWH,Illawarra Shoalhaven Local Health District. Wollongong Hospital Medical/Health Sciences Library.,"Images, Maps & Artefacts",image,12
NWH,Illawarra Shoalhaven Local Health District. Wollongong Hospital Medical/Health Sciences Library.,Magazines & Newsletters,magazine,0
NWH,Illawarra Shoalhaven Local Health District. Wollongong Hospital Medical/Health Sciences Library.,"Music, Audio & Video",music,72
NWH,Illawarra Shoalhaven Local Health District. Wollongong Hospital Medical/Health Sciences Library.,Research & Reports,research,126
,Indigo Shire Council.,Books & Libraries,book,0
,Indigo Shire Council.,"Diaries, Letters & Archives",diary,0
,Indigo Shire Council.,"Images, Maps & Artefacts",image,0
,Indigo Shire Council.,Magazines & Newsletters,magazine,0
,Indigo Shire Council.,"Music, Audio & Video",music,0
,Indigo Shire Council.,Research & Reports,research,0
VBBM,Indigo Shire Council. Beechworth Burke Museum.,Books & Libraries,book,2
VBBM,Indigo Shire Council. Beechworth Burke Museum.,"Diaries, Letters & Archives",diary,0
VBBM,Indigo Shire Council. Beechworth Burke Museum.,"Images, Maps & Artefacts",image,773
VBBM,Indigo Shire Council. Beechworth Burke Museum.,Magazines & Newsletters,magazine,0
VBBM,Indigo Shire Council. Beechworth Burke Museum.,"Music, Audio & Video",music,0
VBBM,Indigo Shire Council. Beechworth Burke Museum.,Research & Reports,research,0
VISL,Indigo Shire Council. Indigo Shire Libraries.,Books & Libraries,book,17683
VISL,Indigo Shire Council. Indigo Shire Libraries.,"Diaries, Letters & Archives",diary,87
VISL,Indigo Shire Council. Indigo Shire Libraries.,"Images, Maps & Artefacts",image,98
VISL,Indigo Shire Council. Indigo Shire Libraries.,Magazines & Newsletters,magazine,0
VISL,Indigo Shire Council. Indigo Shire Libraries.,"Music, Audio & Video",music,9826
VISL,Indigo Shire Council. Indigo Shire Libraries.,Research & Reports,research,257
,Indigo Shire Council. Indigo Shire Libraries. Beechworth Library.,Books & Libraries,book,0
,Indigo Shire Council. Indigo Shire Libraries. Beechworth Library.,"Diaries, Letters & Archives",diary,0
,Indigo Shire Council. Indigo Shire Libraries. Beechworth Library.,"Images, Maps & Artefacts",image,0
,Indigo Shire Council. Indigo Shire Libraries. Beechworth Library.,Magazines & Newsletters,magazine,0
,Indigo Shire Council. Indigo Shire Libraries. Beechworth Library.,"Music, Audio & Video",music,0
,Indigo Shire Council. Indigo Shire Libraries. Beechworth Library.,Research & Reports,research,0
,Indigo Shire Council. Indigo Shire Libraries. Chiltern Library.,Books & Libraries,book,0
,Indigo Shire Council. Indigo Shire Libraries. Chiltern Library.,"Diaries, Letters & Archives",diary,0
,Indigo Shire Council. Indigo Shire Libraries. Chiltern Library.,"Images, Maps & Artefacts",image,0
,Indigo Shire Council. Indigo Shire Libraries. Chiltern Library.,Magazines & Newsletters,magazine,0
,Indigo Shire Council. Indigo Shire Libraries. Chiltern Library.,"Music, Audio & Video",music,0
,Indigo Shire Council. Indigo Shire Libraries. Chiltern Library.,Research & Reports,research,0
,Indigo Shire Council. Indigo Shire Libraries. Rutherglen Library.,Books & Libraries,book,0
,Indigo Shire Council. Indigo Shire Libraries. Rutherglen Library.,"Diaries, Letters & Archives",diary,0
,Indigo Shire Council. Indigo Shire Libraries. Rutherglen Library.,"Images, Maps & Artefacts",image,0
,Indigo Shire Council. Indigo Shire Libraries. Rutherglen Library.,Magazines & Newsletters,magazine,0
,Indigo Shire Council. Indigo Shire Libraries. Rutherglen Library.,"Music, Audio & Video",music,0
,Indigo Shire Council. Indigo Shire Libraries. Rutherglen Library.,Research & Reports,research,0
QISHS,Indooroopilly State High School.,Books & Libraries,book,0
QISHS,Indooroopilly State High School.,"Diaries, Letters & Archives",diary,0
QISHS,Indooroopilly State High School.,"Images, Maps & Artefacts",image,0
QISHS,Indooroopilly State High School.,Magazines & Newsletters,magazine,0
QISHS,Indooroopilly State High School.,"Music, Audio & Video",music,0
QISHS,Indooroopilly State High School.,Research & Reports,research,0
,Indooroopilly State High School. Library Resource Centre.,Books & Libraries,book,0
,Indooroopilly State High School. Library Resource Centre.,"Diaries, Letters & Archives",diary,0
,Indooroopilly State High School. Library Resource Centre.,"Images, Maps & Artefacts",image,0
,Indooroopilly State High School. Library Resource Centre.,Magazines & Newsletters,magazine,0
,Indooroopilly State High School. Library Resource Centre.,"Music, Audio & Video",music,0
,Indooroopilly State High School. Library Resource Centre.,Research & Reports,research,0
,Inner West Council.,Books & Libraries,book,0
,Inner West Council.,"Diaries, Letters & Archives",diary,0
,Inner West Council.,"Images, Maps & Artefacts",image,0
,Inner West Council.,Magazines & Newsletters,magazine,0
,Inner West Council.,"Music, Audio & Video",music,0
,Inner West Council.,Research & Reports,research,0
NAML,Inner West Council. Ashfield Municipal Library.,Books & Libraries,book,33305
NAML,Inner West Council. Ashfield Municipal Library.,"Diaries, Letters & Archives",diary,86
NAML,Inner West Council. Ashfield Municipal Library.,"Images, Maps & Artefacts",image,202
NAML,Inner West Council. Ashfield Municipal Library.,Magazines & Newsletters,magazine,0
NAML,Inner West Council. Ashfield Municipal Library.,"Music, Audio & Video",music,19948
NAML,Inner West Council. Ashfield Municipal Library.,Research & Reports,research,763
,Inner West Council. Ashfield Municipal Library. Haberfield Branch Library.,Books & Libraries,book,0
,Inner West Council. Ashfield Municipal Library. Haberfield Branch Library.,"Diaries, Letters & Archives",diary,0
,Inner West Council. Ashfield Municipal Library. Haberfield Branch Library.,"Images, Maps & Artefacts",image,0
,Inner West Council. Ashfield Municipal Library. Haberfield Branch Library.,Magazines & Newsletters,magazine,0
,Inner West Council. Ashfield Municipal Library. Haberfield Branch Library.,"Music, Audio & Video",music,0
,Inner West Council. Ashfield Municipal Library. Haberfield Branch Library.,Research & Reports,research,0
,Inner West Council. Balmain Library.,Books & Libraries,book,0
,Inner West Council. Balmain Library.,"Diaries, Letters & Archives",diary,0
,Inner West Council. Balmain Library.,"Images, Maps & Artefacts",image,0
,Inner West Council. Balmain Library.,Magazines & Newsletters,magazine,0
,Inner West Council. Balmain Library.,"Music, Audio & Video",music,0
,Inner West Council. Balmain Library.,Research & Reports,research,0
NMML,Inner West Council. Inner West Council Library & History: Marrickville Branch .,Books & Libraries,book,43604
NMML,Inner West Council. Inner West Council Library & History: Marrickville Branch .,"Diaries, Letters & Archives",diary,121
NMML,Inner West Council. Inner West Council Library & History: Marrickville Branch .,"Images, Maps & Artefacts",image,222
NMML,Inner West Council. Inner West Council Library & History: Marrickville Branch .,Magazines & Newsletters,magazine,0
NMML,Inner West Council. Inner West Council Library & History: Marrickville Branch .,"Music, Audio & Video",music,21474
NMML,Inner West Council. Inner West Council Library & History: Marrickville Branch .,Research & Reports,research,1233
,Inner West Council. Inner West Council Library & History: Marrickville Branch . Emanuel Tsardoulias Community Library.,Books & Libraries,book,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . Emanuel Tsardoulias Community Library.,"Diaries, Letters & Archives",diary,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . Emanuel Tsardoulias Community Library.,"Images, Maps & Artefacts",image,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . Emanuel Tsardoulias Community Library.,Magazines & Newsletters,magazine,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . Emanuel Tsardoulias Community Library.,"Music, Audio & Video",music,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . Emanuel Tsardoulias Community Library.,Research & Reports,research,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . St Peters / Sydenham Branch Library.,Books & Libraries,book,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . St Peters / Sydenham Branch Library.,"Diaries, Letters & Archives",diary,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . St Peters / Sydenham Branch Library.,"Images, Maps & Artefacts",image,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . St Peters / Sydenham Branch Library.,Magazines & Newsletters,magazine,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . St Peters / Sydenham Branch Library.,"Music, Audio & Video",music,0
,Inner West Council. Inner West Council Library & History: Marrickville Branch . St Peters / Sydenham Branch Library.,Research & Reports,research,0
NLML,Inner West Council. Inner West Council Library and History Leichhardt Branch.,Books & Libraries,book,106829
NLML,Inner West Council. Inner West Council Library and History Leichhardt Branch.,"Diaries, Letters & Archives",diary,632
NLML,Inner West Council. Inner West Council Library and History Leichhardt Branch.,"Images, Maps & Artefacts",image,1460
NLML,Inner West Council. Inner West Council Library and History Leichhardt Branch.,Magazines & Newsletters,magazine,1
NLML,Inner West Council. Inner West Council Library and History Leichhardt Branch.,"Music, Audio & Video",music,49019
NLML,Inner West Council. Inner West Council Library and History Leichhardt Branch.,Research & Reports,research,2447
,Inner West Council. Stanmore Branch Library.,Books & Libraries,book,0
,Inner West Council. Stanmore Branch Library.,"Diaries, Letters & Archives",diary,0
,Inner West Council. Stanmore Branch Library.,"Images, Maps & Artefacts",image,0
,Inner West Council. Stanmore Branch Library.,Magazines & Newsletters,magazine,0
,Inner West Council. Stanmore Branch Library.,"Music, Audio & Video",music,0
,Inner West Council. Stanmore Branch Library.,Research & Reports,research,0
,"International College of Management, Sydney.",Books & Libraries,book,0
,"International College of Management, Sydney.","Diaries, Letters & Archives",diary,0
,"International College of Management, Sydney.","Images, Maps & Artefacts",image,0
,"International College of Management, Sydney.",Magazines & Newsletters,magazine,0
,"International College of Management, Sydney.","Music, Audio & Video",music,0
,"International College of Management, Sydney.",Research & Reports,research,0
NICMS,"International College of Management, Sydney. ICMS Library.",Books & Libraries,book,0
NICMS,"International College of Management, Sydney. ICMS Library.","Diaries, Letters & Archives",diary,0
NICMS,"International College of Management, Sydney. ICMS Library.","Images, Maps & Artefacts",image,0
NICMS,"International College of Management, Sydney. ICMS Library.",Magazines & Newsletters,magazine,0
NICMS,"International College of Management, Sydney. ICMS Library.","Music, Audio & Video",music,0
NICMS,"International College of Management, Sydney. ICMS Library.",Research & Reports,research,0
NICM,"International College of Management, Sydney. Pollard Resource Centre.",Books & Libraries,book,0
NICM,"International College of Management, Sydney. Pollard Resource Centre.","Diaries, Letters & Archives",diary,0
NICM,"International College of Management, Sydney. Pollard Resource Centre.","Images, Maps & Artefacts",image,0
NICM,"International College of Management, Sydney. Pollard Resource Centre.",Magazines & Newsletters,magazine,0
NICM,"International College of Management, Sydney. Pollard Resource Centre.","Music, Audio & Video",music,0
NICM,"International College of Management, Sydney. Pollard Resource Centre.",Research & Reports,research,0
NINV,Inverell Shire Council. Inverell Shire Public Library.,Books & Libraries,book,11752
NINV,Inverell Shire Council. Inverell Shire Public Library.,"Diaries, Letters & Archives",diary,27
NINV,Inverell Shire Council. Inverell Shire Public Library.,"Images, Maps & Artefacts",image,24
NINV,Inverell Shire Council. Inverell Shire Public Library.,Magazines & Newsletters,magazine,0
NINV,Inverell Shire Council. Inverell Shire Public Library.,"Music, Audio & Video",music,7767
NINV,Inverell Shire Council. Inverell Shire Public Library.,Research & Reports,research,145
,Inverell Shire Council. Inverell Shire Public Library. Ashford Branch Library.,Books & Libraries,book,0
,Inverell Shire Council. Inverell Shire Public Library. Ashford Branch Library.,"Diaries, Letters & Archives",diary,0
