nuc,name,category_name,category_code,total
,Inverell Shire Council. Inverell Shire Public Library. Ashford Branch Library.,"Images, Maps & Artefacts",image,0
,Inverell Shire Council. Inverell Shire Public Library. Ashford Branch Library.,Magazines & Newsletters,magazine,0
,Inverell Shire Council. Inverell Shire Public Library. Ashford Branch Library.,"Music, Audio & Video",music,0
,Inverell Shire Council. Inverell Shire Public Library. Ashford Branch Library.,Research & Reports,research,0
VILH,Inverloch Historical Society.,Books & Libraries,book,0
VILH,Inverloch Historical Society.,"Diaries, Letters & Archives",diary,0
VILH,Inverloch Historical Society.,"Images, Maps & Artefacts",image,963
VILH,Inverloch Historical Society.,Magazines & Newsletters,magazine,0
VILH,Inverloch Historical Society.,"Music, Audio & Video",music,0
VILH,Inverloch Historical Society.,Research & Reports,research,0
AIPO,IP Australia. IP Australia Library.,Books & Libraries,book,7486
AIPO,IP Australia. IP Australia Library.,"Diaries, Letters & Archives",diary,8
AIPO,IP Australia. IP Australia Library.,"Images, Maps & Artefacts",image,25
AIPO,IP Australia. IP Australia Library.,Magazines & Newsletters,magazine,0
AIPO,IP Australia. IP Australia Library.,"Music, Audio & Video",music,109
AIPO,IP Australia. IP Australia Library.,Research & Reports,research,1128
QIPS,Ipswich Libraries.,Books & Libraries,book,106132
QIPS,Ipswich Libraries.,"Diaries, Letters & Archives",diary,195
QIPS,Ipswich Libraries.,"Images, Maps & Artefacts",image,349
QIPS,Ipswich Libraries.,Magazines & Newsletters,magazine,0
QIPS,Ipswich Libraries.,"Music, Audio & Video",music,49945
QIPS,Ipswich Libraries.,Research & Reports,research,994
,Ipswich Libraries. Ipswich Library.,Books & Libraries,book,0
,Ipswich Libraries. Ipswich Library.,"Diaries, Letters & Archives",diary,0
,Ipswich Libraries. Ipswich Library.,"Images, Maps & Artefacts",image,0
,Ipswich Libraries. Ipswich Library.,Magazines & Newsletters,magazine,0
,Ipswich Libraries. Ipswich Library.,"Music, Audio & Video",music,0
,Ipswich Libraries. Ipswich Library.,Research & Reports,research,0
,Ipswich Libraries. Mobile Library.,Books & Libraries,book,0
,Ipswich Libraries. Mobile Library.,"Diaries, Letters & Archives",diary,0
,Ipswich Libraries. Mobile Library.,"Images, Maps & Artefacts",image,0
,Ipswich Libraries. Mobile Library.,Magazines & Newsletters,magazine,0
,Ipswich Libraries. Mobile Library.,"Music, Audio & Video",music,0
,Ipswich Libraries. Mobile Library.,Research & Reports,research,0
QIPS:PI,Ipswich Libraries. Picture Ipswich.,Books & Libraries,book,538
QIPS:PI,Ipswich Libraries. Picture Ipswich.,"Diaries, Letters & Archives",diary,28
QIPS:PI,Ipswich Libraries. Picture Ipswich.,"Images, Maps & Artefacts",image,10180
QIPS:PI,Ipswich Libraries. Picture Ipswich.,Magazines & Newsletters,magazine,0
QIPS:PI,Ipswich Libraries. Picture Ipswich.,"Music, Audio & Video",music,72
QIPS:PI,Ipswich Libraries. Picture Ipswich.,Research & Reports,research,0
,Ipswich Libraries. Redbank Plains Library.,Books & Libraries,book,0
,Ipswich Libraries. Redbank Plains Library.,"Diaries, Letters & Archives",diary,0
,Ipswich Libraries. Redbank Plains Library.,"Images, Maps & Artefacts",image,0
,Ipswich Libraries. Redbank Plains Library.,Magazines & Newsletters,magazine,0
,Ipswich Libraries. Redbank Plains Library.,"Music, Audio & Video",music,0
,Ipswich Libraries. Redbank Plains Library.,Research & Reports,research,0
,Ipswich Libraries. Redbank Plaza Library.,Books & Libraries,book,0
,Ipswich Libraries. Redbank Plaza Library.,"Diaries, Letters & Archives",diary,0
,Ipswich Libraries. Redbank Plaza Library.,"Images, Maps & Artefacts",image,0
,Ipswich Libraries. Redbank Plaza Library.,Magazines & Newsletters,magazine,0
,Ipswich Libraries. Redbank Plaza Library.,"Music, Audio & Video",music,0
,Ipswich Libraries. Redbank Plaza Library.,Research & Reports,research,0
WIRW,Irwin District Historical Society Inc. Irwin District Museum & Research Centre.,Books & Libraries,book,0
WIRW,Irwin District Historical Society Inc. Irwin District Museum & Research Centre.,"Diaries, Letters & Archives",diary,0
WIRW,Irwin District Historical Society Inc. Irwin District Museum & Research Centre.,"Images, Maps & Artefacts",image,66
WIRW,Irwin District Historical Society Inc. Irwin District Museum & Research Centre.,Magazines & Newsletters,magazine,0
WIRW,Irwin District Historical Society Inc. Irwin District Museum & Research Centre.,"Music, Audio & Video",music,1
WIRW,Irwin District Historical Society Inc. Irwin District Museum & Research Centre.,Research & Reports,research,0
QDYS,Isaac Regional Council. Dysart Library.,Books & Libraries,book,31107
QDYS,Isaac Regional Council. Dysart Library.,"Diaries, Letters & Archives",diary,95
QDYS,Isaac Regional Council. Dysart Library.,"Images, Maps & Artefacts",image,105
QDYS,Isaac Regional Council. Dysart Library.,Magazines & Newsletters,magazine,0
QDYS,Isaac Regional Council. Dysart Library.,"Music, Audio & Video",music,10286
QDYS,Isaac Regional Council. Dysart Library.,Research & Reports,research,338
XJABI,Jabiru Town Council. Jabiru Public Library.,Books & Libraries,book,81401
XJABI,Jabiru Town Council. Jabiru Public Library.,"Diaries, Letters & Archives",diary,105
XJABI,Jabiru Town Council. Jabiru Public Library.,"Images, Maps & Artefacts",image,148
XJABI,Jabiru Town Council. Jabiru Public Library.,Magazines & Newsletters,magazine,0
XJABI,Jabiru Town Council. Jabiru Public Library.,"Music, Audio & Video",music,12173
XJABI,Jabiru Town Council. Jabiru Public Library.,Research & Reports,research,1937
NJB,James Bennett.,Books & Libraries,book,8
NJB,James Bennett.,"Diaries, Letters & Archives",diary,0
NJB,James Bennett.,"Images, Maps & Artefacts",image,0
NJB,James Bennett.,Magazines & Newsletters,magazine,0
NJB,James Bennett.,"Music, Audio & Video",music,7
NJB,James Bennett.,Research & Reports,research,0
,James Cook University.,Books & Libraries,book,0
,James Cook University.,"Diaries, Letters & Archives",diary,0
,James Cook University.,"Images, Maps & Artefacts",image,0
,James Cook University.,Magazines & Newsletters,magazine,0
,James Cook University.,"Music, Audio & Video",music,0
,James Cook University.,Research & Reports,research,0
QJCU,James Cook University. Eddie Koiki Mabo Library.,Books & Libraries,book,214254
QJCU,James Cook University. Eddie Koiki Mabo Library.,"Diaries, Letters & Archives",diary,1020
QJCU,James Cook University. Eddie Koiki Mabo Library.,"Images, Maps & Artefacts",image,1392
QJCU,James Cook University. Eddie Koiki Mabo Library.,Magazines & Newsletters,magazine,15
QJCU,James Cook University. Eddie Koiki Mabo Library.,"Music, Audio & Video",music,11212
QJCU,James Cook University. Eddie Koiki Mabo Library.,Research & Reports,research,23744
QJCU:IR,James Cook University. Eddie Koiki Mabo Library. Townsville Campus Library: Institutional Repository.,Books & Libraries,book,19057
QJCU:IR,James Cook University. Eddie Koiki Mabo Library. Townsville Campus Library: Institutional Repository.,"Diaries, Letters & Archives",diary,155
QJCU:IR,James Cook University. Eddie Koiki Mabo Library. Townsville Campus Library: Institutional Repository.,"Images, Maps & Artefacts",image,399
QJCU:IR,James Cook University. Eddie Koiki Mabo Library. Townsville Campus Library: Institutional Repository.,Magazines & Newsletters,magazine,0
QJCU:IR,James Cook University. Eddie Koiki Mabo Library. Townsville Campus Library: Institutional Repository.,"Music, Audio & Video",music,162
QJCU:IR,James Cook University. Eddie Koiki Mabo Library. Townsville Campus Library: Institutional Repository.,Research & Reports,research,56626
,James Cook University. JCU Cairns Library.,Books & Libraries,book,0
,James Cook University. JCU Cairns Library.,"Diaries, Letters & Archives",diary,0
,James Cook University. JCU Cairns Library.,"Images, Maps & Artefacts",image,0
,James Cook University. JCU Cairns Library.,Magazines & Newsletters,magazine,0
,James Cook University. JCU Cairns Library.,"Music, Audio & Video",music,0
,James Cook University. JCU Cairns Library.,Research & Reports,research,0
QJCU:ANDS,James Cook University. Research Data via ANDS.,Books & Libraries,book,0
QJCU:ANDS,James Cook University. Research Data via ANDS.,"Diaries, Letters & Archives",diary,0
QJCU:ANDS,James Cook University. Research Data via ANDS.,"Images, Maps & Artefacts",image,0
QJCU:ANDS,James Cook University. Research Data via ANDS.,Magazines & Newsletters,magazine,0
QJCU:ANDS,James Cook University. Research Data via ANDS.,"Music, Audio & Video",music,0
QJCU:ANDS,James Cook University. Research Data via ANDS.,Research & Reports,research,2957
NJSN,Jessie Street National Women's Library.,Books & Libraries,book,11820
NJSN,Jessie Street National Women's Library.,"Diaries, Letters & Archives",diary,119
NJSN,Jessie Street National Women's Library.,"Images, Maps & Artefacts",image,425
NJSN,Jessie Street National Women's Library.,Magazines & Newsletters,magazine,0
NJSN,Jessie Street National Women's Library.,"Music, Audio & Video",music,1619
NJSN,Jessie Street National Women's Library.,Research & Reports,research,1768
,JMC Academy.,Books & Libraries,book,0
,JMC Academy.,"Diaries, Letters & Archives",diary,0
,JMC Academy.,"Images, Maps & Artefacts",image,0
,JMC Academy.,Magazines & Newsletters,magazine,0
,JMC Academy.,"Music, Audio & Video",music,0
,JMC Academy.,Research & Reports,research,0
QJMC,JMC Academy. Brisbane Campus Library.,Books & Libraries,book,634
QJMC,JMC Academy. Brisbane Campus Library.,"Diaries, Letters & Archives",diary,0
QJMC,JMC Academy. Brisbane Campus Library.,"Images, Maps & Artefacts",image,2
QJMC,JMC Academy. Brisbane Campus Library.,Magazines & Newsletters,magazine,0
QJMC,JMC Academy. Brisbane Campus Library.,"Music, Audio & Video",music,262
QJMC,JMC Academy. Brisbane Campus Library.,Research & Reports,research,31
VJMC,JMC Academy. Melbourne Campus Library.,Books & Libraries,book,732
VJMC,JMC Academy. Melbourne Campus Library.,"Diaries, Letters & Archives",diary,0
VJMC,JMC Academy. Melbourne Campus Library.,"Images, Maps & Artefacts",image,21
VJMC,JMC Academy. Melbourne Campus Library.,Magazines & Newsletters,magazine,0
VJMC,JMC Academy. Melbourne Campus Library.,"Music, Audio & Video",music,289
VJMC,JMC Academy. Melbourne Campus Library.,Research & Reports,research,35
NJMC,JMC Academy. Sydney Campus Library.,Books & Libraries,book,855
NJMC,JMC Academy. Sydney Campus Library.,"Diaries, Letters & Archives",diary,0
NJMC,JMC Academy. Sydney Campus Library.,"Images, Maps & Artefacts",image,23
NJMC,JMC Academy. Sydney Campus Library.,Magazines & Newsletters,magazine,0
NJMC,JMC Academy. Sydney Campus Library.,"Music, Audio & Video",music,301
NJMC,JMC Academy. Sydney Campus Library.,Research & Reports,research,31
QJPC,John Paul College. John Paul College Senior Library.,Books & Libraries,book,0
QJPC,John Paul College. John Paul College Senior Library.,"Diaries, Letters & Archives",diary,0
QJPC,John Paul College. John Paul College Senior Library.,"Images, Maps & Artefacts",image,0
QJPC,John Paul College. John Paul College Senior Library.,Magazines & Newsletters,magazine,0
QJPC,John Paul College. John Paul College Senior Library.,"Music, Audio & Video",music,0
QJPC,John Paul College. John Paul College Senior Library.,Research & Reports,research,0
,Justice and Community Safety Directorate.,Books & Libraries,book,0
,Justice and Community Safety Directorate.,"Diaries, Letters & Archives",diary,0
,Justice and Community Safety Directorate.,"Images, Maps & Artefacts",image,0
,Justice and Community Safety Directorate.,Magazines & Newsletters,magazine,0
,Justice and Community Safety Directorate.,"Music, Audio & Video",music,0
,Justice and Community Safety Directorate.,Research & Reports,research,0
AAMC,Justice and Community Safety Directorate. Alexander Machonochie Centre Library.,Books & Libraries,book,0
AAMC,Justice and Community Safety Directorate. Alexander Machonochie Centre Library.,"Diaries, Letters & Archives",diary,0
AAMC,Justice and Community Safety Directorate. Alexander Machonochie Centre Library.,"Images, Maps & Artefacts",image,0
AAMC,Justice and Community Safety Directorate. Alexander Machonochie Centre Library.,Magazines & Newsletters,magazine,0
AAMC,Justice and Community Safety Directorate. Alexander Machonochie Centre Library.,"Music, Audio & Video",music,0
AAMC,Justice and Community Safety Directorate. Alexander Machonochie Centre Library.,Research & Reports,research,0
ACT:LAW,Justice and Community Safety Directorate. Justice & Community Safety Directorate Library.,Books & Libraries,book,2635
ACT:LAW,Justice and Community Safety Directorate. Justice & Community Safety Directorate Library.,"Diaries, Letters & Archives",diary,3
ACT:LAW,Justice and Community Safety Directorate. Justice & Community Safety Directorate Library.,"Images, Maps & Artefacts",image,4
ACT:LAW,Justice and Community Safety Directorate. Justice & Community Safety Directorate Library.,Magazines & Newsletters,magazine,2
ACT:LAW,Justice and Community Safety Directorate. Justice & Community Safety Directorate Library.,"Music, Audio & Video",music,64
ACT:LAW,Justice and Community Safety Directorate. Justice & Community Safety Directorate Library.,Research & Reports,research,1573
NKBSL,Kambala. Bain Senior Library.,Books & Libraries,book,0
NKBSL,Kambala. Bain Senior Library.,"Diaries, Letters & Archives",diary,0
NKBSL,Kambala. Bain Senior Library.,"Images, Maps & Artefacts",image,0
NKBSL,Kambala. Bain Senior Library.,Magazines & Newsletters,magazine,0
NKBSL,Kambala. Bain Senior Library.,"Music, Audio & Video",music,0
NKBSL,Kambala. Bain Senior Library.,Research & Reports,research,0
VKIT,Kangan Institute. Broadmeadows Campus Library  and Learning  Centre.,Books & Libraries,book,0
VKIT,Kangan Institute. Broadmeadows Campus Library  and Learning  Centre.,"Diaries, Letters & Archives",diary,0
VKIT,Kangan Institute. Broadmeadows Campus Library  and Learning  Centre.,"Images, Maps & Artefacts",image,0
VKIT,Kangan Institute. Broadmeadows Campus Library  and Learning  Centre.,Magazines & Newsletters,magazine,0
VKIT,Kangan Institute. Broadmeadows Campus Library  and Learning  Centre.,"Music, Audio & Video",music,0
VKIT,Kangan Institute. Broadmeadows Campus Library  and Learning  Centre.,Research & Reports,research,0
SKIL,Kangaroo Island Council. Kangaroo Island Library.,Books & Libraries,book,9291
SKIL,Kangaroo Island Council. Kangaroo Island Library.,"Diaries, Letters & Archives",diary,23
SKIL,Kangaroo Island Council. Kangaroo Island Library.,"Images, Maps & Artefacts",image,45
SKIL,Kangaroo Island Council. Kangaroo Island Library.,Magazines & Newsletters,magazine,0
SKIL,Kangaroo Island Council. Kangaroo Island Library.,"Music, Audio & Video",music,5218
SKIL,Kangaroo Island Council. Kangaroo Island Library.,Research & Reports,research,169
