nuc,name,zone,total
NEAM:H,"New England Regional Art Museum. Hinton Research Library, NERAM.",collection,30
NEAM:H,"New England Regional Art Museum. Hinton Research Library, NERAM.",article,71
NEAM:H,"New England Regional Art Museum. Hinton Research Library, NERAM.",picture,1517
NEAM:H,"New England Regional Art Museum. Hinton Research Library, NERAM.",book,4169
NEAM,New England Regional Art Museum. NERAM Collection.,people,0
NEAM,New England Regional Art Museum. NERAM Collection.,map,0
NEAM,New England Regional Art Museum. NERAM Collection.,music,0
NEAM,New England Regional Art Museum. NERAM Collection.,collection,4
NEAM,New England Regional Art Museum. NERAM Collection.,article,0
NEAM,New England Regional Art Museum. NERAM Collection.,book,0
NEAM,New England Regional Art Museum. NERAM Collection.,picture,964
NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,people,0
NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,map,0
NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,music,0
NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,picture,0
NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,article,0
NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,collection,10
NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,book,0
NNPL,Newcastle Region Libraries. Newcastle Region Library.,people,0
NNPL,Newcastle Region Libraries. Newcastle Region Library.,map,2341
NNPL,Newcastle Region Libraries. Newcastle Region Library.,picture,43911
NNPL,Newcastle Region Libraries. Newcastle Region Library.,article,7902
NNPL,Newcastle Region Libraries. Newcastle Region Library.,music,26635
NNPL,Newcastle Region Libraries. Newcastle Region Library.,book,156013
NNPL,Newcastle Region Libraries. Newcastle Region Library.,collection,1521
NNEW,Newington College. Resource Centre.,people,0
NNEW,Newington College. Resource Centre.,map,0
NNEW,Newington College. Resource Centre.,collection,0
NNEW,Newington College. Resource Centre.,music,0
NNEW,Newington College. Resource Centre.,picture,0
NNEW,Newington College. Resource Centre.,article,0
NNEW,Newington College. Resource Centre.,book,0
,NextSense Institute.,people,0
,NextSense Institute.,map,0
,NextSense Institute.,collection,0
,NextSense Institute.,music,0
,NextSense Institute.,picture,0
,NextSense Institute.,book,0
,NextSense Institute.,article,0
NDBC,NextSense Institute. Alternative-Format Publications Library.,people,0
NDBC,NextSense Institute. Alternative-Format Publications Library.,map,0
NDBC,NextSense Institute. Alternative-Format Publications Library.,music,0
NDBC,NextSense Institute. Alternative-Format Publications Library.,collection,0
NDBC,NextSense Institute. Alternative-Format Publications Library.,picture,0
NDBC,NextSense Institute. Alternative-Format Publications Library.,article,0
NDBC,NextSense Institute. Alternative-Format Publications Library.,book,0
NREN,NextSense Institute. NextSense Institute Library.,people,0
NREN,NextSense Institute. NextSense Institute Library.,map,0
NREN,NextSense Institute. NextSense Institute Library.,music,0
NREN,NextSense Institute. NextSense Institute Library.,collection,0
NREN,NextSense Institute. NextSense Institute Library.,picture,0
NREN,NextSense Institute. NextSense Institute Library.,book,0
NREN,NextSense Institute. NextSense Institute Library.,article,4
,NextSense Institute. Paull Memorial Library.,people,0
,NextSense Institute. Paull Memorial Library.,map,0
,NextSense Institute. Paull Memorial Library.,collection,0
,NextSense Institute. Paull Memorial Library.,music,0
,NextSense Institute. Paull Memorial Library.,picture,0
,NextSense Institute. Paull Memorial Library.,article,0
,NextSense Institute. Paull Memorial Library.,book,0
XNHC,Nhulunbuy Community Library.,people,0
XNHC,Nhulunbuy Community Library.,map,110
XNHC,Nhulunbuy Community Library.,music,12215
XNHC,Nhulunbuy Community Library.,book,30747
XNHC,Nhulunbuy Community Library.,collection,128
XNHC,Nhulunbuy Community Library.,picture,68
XNHC,Nhulunbuy Community Library.,article,52475
QNLS,Noosa Council. Noosa Library Service.,people,0
QNLS,Noosa Council. Noosa Library Service.,picture,147
QNLS,Noosa Council. Noosa Library Service.,music,24399
QNLS,Noosa Council. Noosa Library Service.,map,208
QNLS,Noosa Council. Noosa Library Service.,book,56128
QNLS,Noosa Council. Noosa Library Service.,article,764
QNLS,Noosa Council. Noosa Library Service.,collection,240
QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,people,0
QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,collection,0
QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,map,13
QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,article,2330
QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,picture,12496
QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,music,100
QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,book,0
NNCI,North Coast Institute of TAFE.,people,0
NNCI,North Coast Institute of TAFE.,map,0
NNCI,North Coast Institute of TAFE.,collection,0
NNCI,North Coast Institute of TAFE.,picture,0
NNCI,North Coast Institute of TAFE.,music,0
NNCI,North Coast Institute of TAFE.,article,0
NNCI,North Coast Institute of TAFE.,book,0
,North Coast Institute of TAFE. Casino Campus Library.,collection,0
,North Coast Institute of TAFE. Casino Campus Library.,people,0
,North Coast Institute of TAFE. Casino Campus Library.,map,0
,North Coast Institute of TAFE. Casino Campus Library.,music,0
,North Coast Institute of TAFE. Casino Campus Library.,picture,0
,North Coast Institute of TAFE. Casino Campus Library.,article,0
,North Coast Institute of TAFE. Casino Campus Library.,book,0
,North Coast Institute of TAFE. Coffs Harbour Campus Library.,collection,0
,North Coast Institute of TAFE. Coffs Harbour Campus Library.,people,0
,North Coast Institute of TAFE. Coffs Harbour Campus Library.,map,0
,North Coast Institute of TAFE. Coffs Harbour Campus Library.,music,0
,North Coast Institute of TAFE. Coffs Harbour Campus Library.,picture,0
,North Coast Institute of TAFE. Coffs Harbour Campus Library.,article,0
,North Coast Institute of TAFE. Coffs Harbour Campus Library.,book,0
,North Coast Institute of TAFE. Grafton Campus Library.,book,0
,North Coast Institute of TAFE. Grafton Campus Library.,collection,0
,North Coast Institute of TAFE. Grafton Campus Library.,picture,0
,North Coast Institute of TAFE. Grafton Campus Library.,music,0
,North Coast Institute of TAFE. Grafton Campus Library.,people,0
,North Coast Institute of TAFE. Grafton Campus Library.,map,0
,North Coast Institute of TAFE. Grafton Campus Library.,article,0
,North Coast Institute of TAFE. Kempsey Campus Library.,people,0
,North Coast Institute of TAFE. Kempsey Campus Library.,collection,0
,North Coast Institute of TAFE. Kempsey Campus Library.,map,0
,North Coast Institute of TAFE. Kempsey Campus Library.,music,0
,North Coast Institute of TAFE. Kempsey Campus Library.,picture,0
,North Coast Institute of TAFE. Kempsey Campus Library.,article,0
,North Coast Institute of TAFE. Kempsey Campus Library.,book,0
,North Coast Institute of TAFE. Kingscliff Campus Library.,people,0
,North Coast Institute of TAFE. Kingscliff Campus Library.,map,0
,North Coast Institute of TAFE. Kingscliff Campus Library.,collection,0
,North Coast Institute of TAFE. Kingscliff Campus Library.,picture,0
,North Coast Institute of TAFE. Kingscliff Campus Library.,music,0
,North Coast Institute of TAFE. Kingscliff Campus Library.,article,0
,North Coast Institute of TAFE. Kingscliff Campus Library.,book,0
,North Coast Institute of TAFE. Lismore Campus Library.,music,0
,North Coast Institute of TAFE. Lismore Campus Library.,people,0
,North Coast Institute of TAFE. Lismore Campus Library.,map,0
,North Coast Institute of TAFE. Lismore Campus Library.,collection,0
,North Coast Institute of TAFE. Lismore Campus Library.,picture,0
,North Coast Institute of TAFE. Lismore Campus Library.,article,0
,North Coast Institute of TAFE. Lismore Campus Library.,book,0
,North Coast Institute of TAFE. Maclean High School / TAFE Library.,map,0
,North Coast Institute of TAFE. Maclean High School / TAFE Library.,people,0
,North Coast Institute of TAFE. Maclean High School / TAFE Library.,picture,0
,North Coast Institute of TAFE. Maclean High School / TAFE Library.,music,0
,North Coast Institute of TAFE. Maclean High School / TAFE Library.,collection,0
,North Coast Institute of TAFE. Maclean High School / TAFE Library.,article,0
,North Coast Institute of TAFE. Maclean High School / TAFE Library.,book,0
,North Coast Institute of TAFE. Murwillumbah Campus Library.,people,0
,North Coast Institute of TAFE. Murwillumbah Campus Library.,map,0
,North Coast Institute of TAFE. Murwillumbah Campus Library.,collection,0
,North Coast Institute of TAFE. Murwillumbah Campus Library.,picture,0
,North Coast Institute of TAFE. Murwillumbah Campus Library.,music,0
,North Coast Institute of TAFE. Murwillumbah Campus Library.,article,0
,North Coast Institute of TAFE. Murwillumbah Campus Library.,book,0
,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,people,0
,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,map,0
,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,picture,0
,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,collection,0
,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,music,0
,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,article,0
,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,book,0
,North Coast Institute of TAFE. Port Macquarie Campus Library.,people,0
,North Coast Institute of TAFE. Port Macquarie Campus Library.,map,0
,North Coast Institute of TAFE. Port Macquarie Campus Library.,music,0
,North Coast Institute of TAFE. Port Macquarie Campus Library.,picture,0
,North Coast Institute of TAFE. Port Macquarie Campus Library.,collection,0
,North Coast Institute of TAFE. Port Macquarie Campus Library.,article,0
,North Coast Institute of TAFE. Port Macquarie Campus Library.,book,0
,North Coast Institute of TAFE. Taree Campus Library.,people,0
,North Coast Institute of TAFE. Taree Campus Library.,map,0
