nuc,name,category_name,category_code,format,total
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Book/Large print,48
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Audio book,376
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Conference Proceedings,59
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Microform,29
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Government publication,28
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Thesis,21
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Article,15
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Article/Book chapter,1
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Article/Journal or magazine article,3
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Article/Report,9
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Article/Working paper,1
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,Periodical,1
SALPH,Alphacrucis College Limited. Adelaide Campus.,Books & Libraries,book,"Periodical/Journal, magazine, other",1
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Diaries, Letters & Archives",diary,Published,38
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Diaries, Letters & Archives",diary,Unpublished,3
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Images, Maps & Artefacts",image,Map,5
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Images, Maps & Artefacts",image,Map/Atlas,4
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Images, Maps & Artefacts",image,"Poster, chart, other",1
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Music, Audio & Video",music,Audio book,376
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Music, Audio & Video",music,Sound,6
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Music, Audio & Video",music,Sound/Other sound,6
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Music, Audio & Video",music,Sound/Recorded music,1
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Music, Audio & Video",music,Microform,5
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Music, Audio & Video",music,Government publication,4
SALPH,Alphacrucis College Limited. Adelaide Campus.,"Music, Audio & Video",music,Video,2
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Book,65
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Book/Braille,1
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Book/Illustrated,37
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Book/Large print,3
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Government publication,30
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Thesis,24
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Article,2
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Article/Book chapter,1
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Article/Working paper,1
SALPH,Alphacrucis College Limited. Adelaide Campus.,Research & Reports,research,Microform,2
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Book,2711
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Book/Braille,12
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Book/Illustrated,1248
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Book/Large print,26
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Audio book,224
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Conference Proceedings,24
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Government publication,21
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Microform,17
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Thesis,15
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Article,14
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Article/Book chapter,1
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Article/Journal or magazine article,2
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Article/Other article,3
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Article/Report,8
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Article/Review,1
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Article/Working paper,1
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,Periodical,3
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",3
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Diaries, Letters & Archives",diary,Published,19
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Diaries, Letters & Archives",diary,Unpublished,1
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Images, Maps & Artefacts",image,Map,4
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Images, Maps & Artefacts",image,Map/Atlas,4
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Audio book,224
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Sound,6
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Sound/Other sound,4
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Sound/Recorded music,2
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Microform,4
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Video,3
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Government publication,2
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,"Music, Audio & Video",music,Printed music,1
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Book,64
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Book/Illustrated,45
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Government publication,21
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Thesis,17
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Article,5
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Article/Book chapter,1
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Article/Other article,3
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Article/Report,3
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Microform,3
QHBC,Alphacrucis College Limited. Brisbane Campus Library.,Research & Reports,research,Conference Proceedings,1
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Book,7897
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Book/Braille,55
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Book/Illustrated,2680
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Book/Large print,73
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Audio book,567
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Microform,90
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Conference Proceedings,60
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Government publication,53
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Article,49
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Article/Journal or magazine article,6
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Article/Other article,8
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Article/Report,26
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Article/Review,2
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Article/Working paper,4
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Thesis,21
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Periodical,16
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,"Periodical/Journal, magazine, other",16
TALPH,Alphacrucis College Limited. Hobart Campus.,Books & Libraries,book,Archived website,3
TALPH,Alphacrucis College Limited. Hobart Campus.,"Diaries, Letters & Archives",diary,Published,60
TALPH,Alphacrucis College Limited. Hobart Campus.,"Diaries, Letters & Archives",diary,Unpublished,6
TALPH,Alphacrucis College Limited. Hobart Campus.,"Images, Maps & Artefacts",image,Map,7
TALPH,Alphacrucis College Limited. Hobart Campus.,"Images, Maps & Artefacts",image,Map/Atlas,7
TALPH,Alphacrucis College Limited. Hobart Campus.,"Images, Maps & Artefacts",image,Object,1
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Audio book,567
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Microform,14
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Video,13
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Video/Captioned,1
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Sound,12
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,"Sound/Interview, lecture, talk",3
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Sound/Other sound,12
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Sound/Recorded music,1
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Government publication,10
TALPH,Alphacrucis College Limited. Hobart Campus.,"Music, Audio & Video",music,Printed music,2
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Book,110
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Book/Braille,4
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Book/Illustrated,81
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Book/Large print,4
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Government publication,59
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Thesis,24
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Article,9
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Article/Other article,3
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Article/Report,1
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Article/Review,2
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Article/Working paper,2
TALPH,Alphacrucis College Limited. Hobart Campus.,Research & Reports,research,Microform,7
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Book,30785
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Book/Braille,134
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Book/Illustrated,9003
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Book/Large print,176
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Audio book,1320
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Conference Proceedings,245
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Microform,206
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Government publication,136
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Thesis,106
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Periodical,75
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",75
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Article,66
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Article/Book chapter,3
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Article/Journal or magazine article,11
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Article/Other article,7
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Article/Report,26
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Article/Review,4
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Article/Working paper,13
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Books & Libraries,book,Archived website,2
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Diaries, Letters & Archives",diary,Published,93
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Diaries, Letters & Archives",diary,Unpublished,14
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Diaries, Letters & Archives",diary,Government publication,4
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Images, Maps & Artefacts",image,Map,38
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Images, Maps & Artefacts",image,Map/Atlas,34
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Images, Maps & Artefacts",image,Map/Single map,1
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Images, Maps & Artefacts",image,Photograph,3
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Images, Maps & Artefacts",image,Object,2
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Audio book,1320
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Microform,27
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Sound,18
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Sound/Other sound,18
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Sound/Recorded music,3
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Government publication,17
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Video,9
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,"Music, Audio & Video",music,Printed music,2
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Book,290
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Book/Braille,10
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Book/Illustrated,135
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Book/Large print,9
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Government publication,157
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Thesis,132
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Microform,13
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Article,11
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Article/Book chapter,1
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Article/Report,4
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Article/Working paper,2
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Periodical,2
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,"Periodical/Journal, magazine, other",2
VHBC,Alphacrucis College Limited. Melbourne Campus Library.,Research & Reports,research,Conference Proceedings,1
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Book,5445
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Book/Braille,16
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Book/Illustrated,1862
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Book/Large print,42
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Audio book,399
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Conference Proceedings,54
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Microform,29
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Government publication,23
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Thesis,22
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Article,14
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Article/Journal or magazine article,5
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Article/Other article,3
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Article/Report,7
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Article/Working paper,1
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,Periodical,2
WHBC,Alphacrucis College Limited. Perth Campus Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",2
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Diaries, Letters & Archives",diary,Published,43
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Images, Maps & Artefacts",image,Map,7
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Images, Maps & Artefacts",image,Map/Atlas,7
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Images, Maps & Artefacts",image,Object,1
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Music, Audio & Video",music,Audio book,399
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Music, Audio & Video",music,Sound,7
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Music, Audio & Video",music,Sound/Other sound,7
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Music, Audio & Video",music,Government publication,4
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Music, Audio & Video",music,Microform,2
WHBC,Alphacrucis College Limited. Perth Campus Library.,"Music, Audio & Video",music,Video,1
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Book,61
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Book/Braille,1
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Book/Illustrated,40
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Book/Large print,1
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Thesis,27
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Government publication,23
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Article,2
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Article/Other article,2
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Article/Report,2
WHBC,Alphacrucis College Limited. Perth Campus Library.,Research & Reports,research,Microform,1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Book,21309
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Book/Braille,109
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Book/Illustrated,7489
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Book/Large print,144
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Audio book,1170
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Conference Proceedings,217
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Government publication,187
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Microform,176
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Article,96
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Article/Conference paper,1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Article/Journal or magazine article,10
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Article/Other article,17
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Article/Report,54
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Article/Review,5
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Article/Working paper,15
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Thesis,80
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Periodical,33
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",33
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Books & Libraries,book,Archived website,4
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Diaries, Letters & Archives",diary,Published,88
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Diaries, Letters & Archives",diary,Unpublished,16
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Diaries, Letters & Archives",diary,Government publication,3
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Images, Maps & Artefacts",image,Map,28
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Images, Maps & Artefacts",image,Map/Atlas,19
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Images, Maps & Artefacts",image,Map/Single map,1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Images, Maps & Artefacts",image,Object,3
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Images, Maps & Artefacts",image,Photograph,1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Images, Maps & Artefacts",image,"Poster, chart, other",1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Audio book,1170
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Video,45
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Video/Captioned,16
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Microform,36
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Sound,33
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,"Sound/Interview, lecture, talk",1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Sound/Other sound,20
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Sound/Recorded music,15
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Government publication,20
NSCR,Alphacrucis College Limited. Sydney Campus Library.,"Music, Audio & Video",music,Printed music,6
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Book,422
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Book/Braille,9
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Book/Illustrated,262
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Book/Large print,7
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Government publication,214
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Thesis,99
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Article,25
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Article/Conference paper,1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Article/Journal or magazine article,1
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Article/Other article,8
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Article/Report,13
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Article/Review,5
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Article/Working paper,3
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Microform,16
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Conference Proceedings,9
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,Periodical,2
NSCR,Alphacrucis College Limited. Sydney Campus Library.,Research & Reports,research,"Periodical/Journal, magazine, other",2
SALS,ALS Library Services Pty Ltd.,Books & Libraries,book,Book,71
SALS,ALS Library Services Pty Ltd.,Books & Libraries,book,Book/Illustrated,60
SALS,ALS Library Services Pty Ltd.,Books & Libraries,book,Book/Large print,7
SALS,ALS Library Services Pty Ltd.,Books & Libraries,book,Audio book,18
SALS,ALS Library Services Pty Ltd.,"Music, Audio & Video",music,Audio book,18
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Book,12995
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Book/Braille,1384
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Book/Illustrated,10594
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Book/Large print,1841
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Audio book,3118
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Government publication,333
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Article,109
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Article/Book chapter,28
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Article/Journal or magazine article,20
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Article/Other article,19
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Article/Report,20
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Article/Review,10
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Article/Working paper,10
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Microform,99
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Periodical,68
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",68
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Periodical/Newspaper,1
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Conference Proceedings,63
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Thesis,12
XAL,Alyangula Area School. Alyangula Joint Use Library.,Books & Libraries,book,Archived website,9
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Diaries, Letters & Archives",diary,Unpublished,31
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Diaries, Letters & Archives",diary,Published,23
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Diaries, Letters & Archives",diary,Government publication,4
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,Map,57
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,Map/Atlas,41
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,Map/Large print,1
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,Map/Map series,1
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,Map/Single map,1
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,"Poster, chart, other",27
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,Photograph,17
XAL,Alyangula Area School. Alyangula Joint Use Library.,"Images, Maps & Artefacts",image,Object,13
